map{ id = "1_aaa_corrupted_save_map", description = "_corrupted_save_map" }
sprite{ id = "enemies/bosses/avalanche_golem", description = "Avalanche Golem" }
sprite{ id = "enemies/bosses/bart", description = "enemies/bosses/bart" }
sprite{ id = "enemies/bosses/bart_weapon", description = "enemies/bosses/bart_weapon" }
sprite{ id = "enemies/bosses/blackbeard", description = "Blackbeard" }
sprite{ id = "enemies/bosses/blackbeard_sword_slash", description = "BlackbeardSwordSlash" }
sprite{ id = "enemies/bosses/burrow_crab", description = "Burrow Crab" }
sprite{ id = "enemies/bosses/burrow_crab_2", description = "Burrow Crab 2" }
sprite{ id = "enemies/bosses/centipede_king", description = "Centipede King" }
sprite{ id = "enemies/bosses/centipede_king_legs", description = "CentiKing Legs" }
sprite{ id = "enemies/bosses/charging_pirate_1", description = "Charging Pirate 1" }
sprite{ id = "enemies/bosses/crow_lord", description = "Crow Lord" }
sprite{ id = "enemies/bosses/crow_mech", description = "Crow Mech" }
sprite{ id = "enemies/bosses/fiend_1", description = "Fiend 1" }
sprite{ id = "enemies/bosses/forest_revenant", description = "Forest Revenant" }
sprite{ id = "enemies/bosses/ghostbeard", description = "Ghostbeard" }
sprite{ id = "enemies/bosses/jazari", description = "al Jazari" }
sprite{ id = "enemies/bosses/litton", description = "Litton" }
sprite{ id = "enemies/bosses/michael", description = "Michael Mighty Mead Maker" }
sprite{ id = "enemies/bosses/michael_weapon", description = "Michael-Weapon" }
sprite{ id = "enemies/bosses/moss_boss", description = "Moss Boss" }
sprite{ id = "enemies/bosses/ophira", description = "Ophira" }
sprite{ id = "enemies/bosses/ophira_chain_link", description = "Ophira Chain Link" }
sprite{ id = "enemies/bosses/pollutant_boss", description = "Pollutant Boss" }
sprite{ id = "enemies/bosses/rock_spider_big", description = "rock spider - big" }
sprite{ id = "enemies/bosses/rock_spider_fire", description = "Rock Spider-Fire" }
sprite{ id = "enemies/bosses/sea_hag", description = "Sea Hag" }
sprite{ id = "enemies/bosses/sea_king", description = "Sea King" }
sprite{ id = "enemies/bosses/seamonster", description = "Seamonster" }
sprite{ id = "enemies/bosses/skeleton_lord", description = "Skeleton Lord" }
sprite{ id = "enemies/bosses/thyme", description = "Captain Thyme" }
sprite{ id = "enemies/bosses/zephyrine", description = "Zeyphyrine" }
sprite{ id = "enemies/crow_feather", description = "Crow Feather" }
sprite{ id = "enemies/enemy_killed", description = "Enemy killed" }
sprite{ id = "enemies/enemy_killed_ko", description = "EnemyKilled-KO" }
sprite{ id = "enemies/enemy_killed_projectile", description = "Enemy Killed-Projectile" }
sprite{ id = "enemies/enemy_killed_small", description = "Enemy Killed-Small" }
sprite{ id = "enemies/ghost_smoke_large", description = "GhostSmokeBig" }
sprite{ id = "enemies/ground1", description = "Ground 1 - Grass" }
sprite{ id = "enemies/misc/air_slash", description = "air_slash" }
sprite{ id = "enemies/misc/air_wave", description = "Air Wave Attack" }
sprite{ id = "enemies/misc/arrow8" }
sprite{ id = "enemies/misc/arrow_4", description = "Arrow - 4 directions" }
sprite{ id = "enemies/misc/barrel_cannon", description = "Barrel Cannon" }
sprite{ id = "enemies/misc/big_stone", description = "big stone" }
sprite{ id = "enemies/misc/black_blast", description = "Black Blast" }
sprite{ id = "enemies/misc/blackbird", description = "Blackbird" }
sprite{ id = "enemies/misc/blue_fire", description = "Blue Fire" }
sprite{ id = "enemies/misc/boomerang", description = "Boomerang" }
sprite{ id = "enemies/misc/crusher", description = "Crusher" }
sprite{ id = "enemies/misc/curse_blast", description = "Curse Blast" }
sprite{ id = "enemies/misc/curse_skull", description = "Curse Skull" }
sprite{ id = "enemies/misc/dove", description = "Dove" }
sprite{ id = "enemies/misc/energy_ball", description = "Energy Ball" }
sprite{ id = "enemies/misc/energy_ball_black", description = "Energy Ball-Black" }
sprite{ id = "enemies/misc/energy_ball_black_2", description = "EnergyBallBlack2" }
sprite{ id = "enemies/misc/energy_ball_small", description = "Energy Ball - Small" }
sprite{ id = "enemies/misc/energy_ball_small_black", description = "Energy Ball Small Black" }
sprite{ id = "enemies/misc/explosive_barrel", description = "Explosive Barrel" }
sprite{ id = "enemies/misc/falling_egg", description = "Falling Egg" }
sprite{ id = "enemies/misc/falling_rock", description = "Falling Rock" }
sprite{ id = "enemies/misc/fire", description = "fire" }
sprite{ id = "enemies/misc/fire_blast", description = "Fire Blast" }
sprite{ id = "enemies/misc/fireball_red_small", description = "fireball - small, red" }
sprite{ id = "enemies/misc/gargoyle_cat", description = "Gargoyle Cat" }
sprite{ id = "enemies/misc/goblin_crown", description = "Goblin Crown" }
sprite{ id = "enemies/misc/jelly_needle", description = "Jelly Needle" }
sprite{ id = "enemies/misc/lightning_strike", description = "Lightning Strike" }
sprite{ id = "enemies/misc/lionhead" }
sprite{ id = "enemies/misc/moss_bop_grass", description = "Moss Bop Grass" }
sprite{ id = "enemies/misc/nitrodendron_bomb", description = "Nitrodendron Bomb" }
sprite{ id = "enemies/misc/octorok_stone", description = "small stone" }
sprite{ id = "enemies/misc/octorok_stone_2", description = "Stone 2" }
sprite{ id = "enemies/misc/orange", description = "Orange" }
sprite{ id = "enemies/misc/pollutant_blocker", description = "Pollutant Blocker" }
sprite{ id = "enemies/misc/pollution_puddle", description = "Pollution Puddle" }
sprite{ id = "enemies/misc/pop", description = "Pop-For Enemy Attacks" }
sprite{ id = "enemies/misc/root_small", description = "Root - Small" }
sprite{ id = "enemies/misc/sea_beam", description = "Sea Beam" }
sprite{ id = "enemies/misc/sea_blast", description = "Sea Blast" }
sprite{ id = "enemies/misc/sea_king_sword_slash", description = "SeaKing Sword Slash" }
sprite{ id = "enemies/misc/seagull", description = "seagull" }
sprite{ id = "enemies/misc/seamonster_tentacle", description = "Seamonster Tentacle" }
sprite{ id = "enemies/misc/skeleton_hand", description = "Skeleton Hand" }
sprite{ id = "enemies/misc/sparrow", description = "Sparrow" }
sprite{ id = "enemies/misc/spirit_sword", description = "Spirit Sword" }
sprite{ id = "enemies/misc/splash", description = "Splash" }
sprite{ id = "enemies/misc/spore", description = "Spore" }
sprite{ id = "enemies/misc/steam_attack", description = "Steam Attack" }
sprite{ id = "enemies/misc/stone_dragon_turret", description = "Stone Dragon Turret" }
sprite{ id = "enemies/misc/stone_projectile", description = "Stone projectile" }
sprite{ id = "enemies/misc/sword_slash", description = "Sword Slash" }
sprite{ id = "enemies/misc/thyme_bomb", description = "Thyme Bomb" }
sprite{ id = "enemies/misc/weak_tree", description = "weak tree" }
sprite{ id = "enemies/misc/zora_fire", description = "Zora Fire" }
sprite{ id = "enemies/normal_enemies/arborgeist_acorn", description = "Arborgeist Acorn" }
sprite{ id = "enemies/normal_enemies/arborgeist_bomber", description = "Arborgeist Bomber" }
sprite{ id = "enemies/normal_enemies/arborgeist_gust", description = "Arborgeist- Gust" }
sprite{ id = "enemies/normal_enemies/arborgeist_rogue", description = "Arborgeist - Rogue" }
sprite{ id = "enemies/normal_enemies/arborgeist_stump", description = "Arborgeist Stump" }
sprite{ id = "enemies/normal_enemies/aster_enemy", description = "Aster - Enemy" }
sprite{ id = "enemies/normal_enemies/aster_enemy_weapon", description = "Aster - Enemy - Weapon" }
sprite{ id = "enemies/normal_enemies/automatic_crow_knight", description = "Automatic Crow Knight" }
sprite{ id = "enemies/normal_enemies/bat_1", description = "Bat 1" }
sprite{ id = "enemies/normal_enemies/bat_2", description = "Dash Bat" }
sprite{ id = "enemies/normal_enemies/birdfox_1", description = "Birdfox 1" }
sprite{ id = "enemies/normal_enemies/blade_trap", description = "Blade Trap" }
sprite{ id = "enemies/normal_enemies/blade_trap_circle", description = "Blade Trap-Circle" }
sprite{ id = "enemies/normal_enemies/blade_trap_collision", description = "Blade Trap Collision" }
sprite{ id = "enemies/normal_enemies/blade_trap_linear", description = "Blade Trap-Linear" }
sprite{ id = "enemies/normal_enemies/boulder_bro", description = "Boulder Bro" }
sprite{ id = "enemies/normal_enemies/burrow_like", description = "Burrow Like" }
sprite{ id = "enemies/normal_enemies/centipede", description = "Centipede" }
sprite{ id = "enemies/normal_enemies/centipede_legs", description = "Centipede Legs" }
sprite{ id = "enemies/normal_enemies/chest_mimic", description = "Chest Mimic" }
sprite{ id = "enemies/normal_enemies/clayman_mother3", description = "Clayman (Mother 3)" }
sprite{ id = "enemies/normal_enemies/crow", description = "Crow" }
sprite{ id = "enemies/normal_enemies/crow_xxl", description = "Crow Knight XXL" }
sprite{ id = "enemies/normal_enemies/crowbot", description = "Crowbot" }
sprite{ id = "enemies/normal_enemies/cyclops_1", description = "Cyclops 01" }
sprite{ id = "enemies/normal_enemies/dasher", description = "Dasher" }
sprite{ id = "enemies/normal_enemies/drowned_spirit", description = "Drowned Spirit" }
sprite{ id = "enemies/normal_enemies/frog" }
sprite{ id = "enemies/normal_enemies/gel_big", description = "Gel-Big" }
sprite{ id = "enemies/normal_enemies/gel_black", description = "Black Gel" }
sprite{ id = "enemies/normal_enemies/ghost_1", description = "Ghost 1" }
sprite{ id = "enemies/normal_enemies/ghost_2", description = "Ghost 2" }
sprite{ id = "enemies/normal_enemies/gravel_guy", description = "Gravel Guy" }
sprite{ id = "enemies/normal_enemies/grim_1", description = "Grim 1" }
sprite{ id = "enemies/normal_enemies/guard_goatshead_1", description = "Guard - Goatshead 1" }
sprite{ id = "enemies/normal_enemies/guard_goatshead_1_weapon", description = "Guard Goatshead 1 Weapon" }
sprite{ id = "enemies/normal_enemies/hinox", description = "hinox" }
sprite{ id = "enemies/normal_enemies/hive", description = "Hive" }
sprite{ id = "enemies/normal_enemies/hornet", description = "Hornet" }
sprite{ id = "enemies/normal_enemies/jellyfish", description = "Jellyfish" }
sprite{ id = "enemies/normal_enemies/kappa", description = "Kappa" }
sprite{ id = "enemies/normal_enemies/mandrake", description = "mandrake" }
sprite{ id = "enemies/normal_enemies/mandrake_white", description = "white mandrake" }
sprite{ id = "enemies/normal_enemies/meandershroom_1", description = "Meandershroom 1" }
sprite{ id = "enemies/normal_enemies/moss_bop", description = "Moss Bop" }
sprite{ id = "enemies/normal_enemies/mud_golem_1", description = "Mud Golem 1" }
sprite{ id = "enemies/normal_enemies/octorok", description = "octorok (alttp)" }
sprite{ id = "enemies/normal_enemies/ogre_1", description = "Ogre 1" }
sprite{ id = "enemies/normal_enemies/ogre_armor", description = "Ogre-Armor" }
sprite{ id = "enemies/normal_enemies/ogre_knight", description = "Ogre Knight" }
sprite{ id = "enemies/normal_enemies/ophira_goblin", description = "Ophira Goblin" }
sprite{ id = "enemies/normal_enemies/ophira_goblin_mage", description = "OphiraGoblin-Mage" }
sprite{ id = "enemies/normal_enemies/pirate_boomerang_boss", description = "Pirate-BoomerangBoss" }
sprite{ id = "enemies/normal_enemies/pirate_bow_brown_1", description = "Pirate - Bow 1" }
sprite{ id = "enemies/normal_enemies/pirate_bruiser", description = "Pirate Bruiser" }
sprite{ id = "enemies/normal_enemies/pirate_bruiser_shield", description = "Shield-Pirate Bruiser" }
sprite{ id = "enemies/normal_enemies/pirate_gunner", description = "Pirate Gunner" }
sprite{ id = "enemies/normal_enemies/pirate_shield", description = "Pirate-Shield" }
sprite{ id = "enemies/normal_enemies/pirate_shield_vulnerable", description = "Pirate-Shield-Vulnerable" }
sprite{ id = "enemies/normal_enemies/pirate_sniper", description = "Pirate Sniper" }
sprite{ id = "enemies/normal_enemies/pirate_sword_brown_1", description = "Pirate- Brown 1" }
sprite{ id = "enemies/normal_enemies/pirate_sword_brown_1_weapon", description = "weapon - pirate brown 1" }
sprite{ id = "enemies/normal_enemies/pirate_sword_brown_2", description = "Pirate - sword brown 2" }
sprite{ id = "enemies/normal_enemies/pirate_sword_brown_2_weapon", description = "weapon - pirate sword brown 2" }
sprite{ id = "enemies/normal_enemies/pirate_sword_brown_3", description = "pirate - sword brown 3" }
sprite{ id = "enemies/normal_enemies/pirate_sword_brown_3_weapon", description = "weapon - pirate sword brown 3" }
sprite{ id = "enemies/normal_enemies/pollutant_blob", description = "Pollutant Blob" }
sprite{ id = "enemies/normal_enemies/rambleshroom", description = "Rambleshroom" }
sprite{ id = "enemies/normal_enemies/roc_bomber", description = "Roc Bomber" }
sprite{ id = "enemies/normal_enemies/rock_spider_brown", description = "rock spider - brown" }
sprite{ id = "enemies/normal_enemies/rock_spider_red", description = "enemies/normal_enemies/rock_spider_red" }
sprite{ id = "enemies/normal_enemies/sea_hag_enemy", description = "SeaHag-Enemy" }
sprite{ id = "enemies/normal_enemies/seaweed_blob", description = "Seaweed Blob" }
sprite{ id = "enemies/normal_enemies/seaweed_golem_1", description = "Seaweed Golem 1" }
sprite{ id = "enemies/normal_enemies/shield_beetle", description = "Shield Beetle" }
sprite{ id = "enemies/normal_enemies/shield_beetle_vulnerable", description = "ShieldBeetle-Vulnerable" }
sprite{ id = "enemies/normal_enemies/shooty_fish", description = "Shooty Fish" }
sprite{ id = "enemies/normal_enemies/skeleton_1", description = "Skeleton 1" }
sprite{ id = "enemies/normal_enemies/skeleton_2", description = "Skeleton 2" }
sprite{ id = "enemies/normal_enemies/skeleton_3", description = "Skeleton3-Armor" }
sprite{ id = "enemies/normal_enemies/skeleton_bruiser", description = "enemies/normal_enemies/skeleton_bruiser" }
sprite{ id = "enemies/normal_enemies/skeleton_summoner", description = "Skeleton Summoner" }
sprite{ id = "enemies/normal_enemies/snail", description = "snail" }
sprite{ id = "enemies/normal_enemies/spitrock_small", description = "Spitrock - Small" }
sprite{ id = "enemies/normal_enemies/spitstump_small", description = "Spitstump - Small" }
sprite{ id = "enemies/normal_enemies/squid_mage_1", description = "Squid Mage 1" }
sprite{ id = "enemies/normal_enemies/squid_mage_2", description = "Squid Mage 2" }
sprite{ id = "enemies/normal_enemies/squid_mage_3", description = "Squid Mage 2" }
sprite{ id = "enemies/normal_enemies/stump_duck", description = "Stump Duck" }
sprite{ id = "enemies/normal_enemies/sword_soldier_blue", description = "sword soldier blue" }
sprite{ id = "enemies/normal_enemies/sword_soldier_blue_weapon", description = "sword soldier blue weapon" }
sprite{ id = "enemies/normal_enemies/triangle_crab_red", description = "Triangle crab-red" }
sprite{ id = "enemies/normal_enemies/trumpet_player_disguise", description = "trumpet player disguise" }
